"Sample","site","chamberID","year","mon","mday","gasName","Location","SampleType","Run","id.x","time_label","peakArea","fname","Known.conc","id.y","diameter_cm","height_cm","area_m2","volume_m3","lon","lat","Easting","Northing","mmntID","date","startTime","Soil_moisture_.","Nitrate_conc_g_kg","Pressure","Temp","GC_filename.x","time_mins.x","sampleName.x","GC_filename.y","time_mins.y","sampleName.y","GC_filename","time_mins","sampleName","Sec"
"38","EB","10",2013,6,6,"CH4","P2-B-02",1,43,43,15,4.04036712646484,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_10",2013-06-06,1899-12-31 10:40:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_10_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_10_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_10_15",840
"38","EB","10",2013,6,6,"CO2","P2-B-02",1,43,43,15,134.070266723633,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_10",2013-06-06,1899-12-31 10:40:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_10_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_10_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_10_15",840
"38","EB","10",2013,6,6,"N2O","P2-B-02",1,43,43,15,117.933555603027,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_10",2013-06-06,1899-12-31 10:40:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_10_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_10_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_10_15",840
"39","EB","10",2013,6,6,"CH4","P2-B-03",1,44,44,30,4.207679271698,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_10",2013-06-06,1899-12-31 10:40:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_10_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_10_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_10_30",1920
"39","EB","10",2013,6,6,"N2O","P2-B-03",1,44,44,30,73.690788269043,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_10",2013-06-06,1899-12-31 10:40:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_10_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_10_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_10_30",1920
"39","EB","10",2013,6,6,"CO2","P2-B-03",1,44,44,30,125.660362243652,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_10",2013-06-06,1899-12-31 10:40:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_10_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_10_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_10_30",1920
"4","EB","01",2013,6,6,"N2O","P1-A-08",1,9,9,45,96.0699462890625,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.72,0.125036173011037,0.0309089419683284,-3,56,5e+05,6e+05,"EB_2013_06_06_01",2013-06-06,1899-12-31 10:25:00,33.5,5,1000,16,"S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_01_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_01_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_01_45",2580
"4","EB","01",2013,6,6,"CO2","P1-A-08",1,9,9,45,105.368637084961,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.72,0.125036173011037,0.0309089419683284,-3,56,5e+05,6e+05,"EB_2013_06_06_01",2013-06-06,1899-12-31 10:25:00,33.5,5,1000,16,"S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_01_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_01_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_01_45",2580
"4","EB","01",2013,6,6,"CH4","P1-A-08",1,9,9,45,4.31516361236572,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.72,0.125036173011037,0.0309089419683284,-3,56,5e+05,6e+05,"EB_2013_06_06_01",2013-06-06,1899-12-31 10:25:00,33.5,5,1000,16,"S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_01_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_01_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_01_45",2580
"40","EB","10",2013,6,6,"N2O","P2-B-04",1,45,45,45,68.0776519775391,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_10",2013-06-06,1899-12-31 10:40:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_10_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_10_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_10_45",2580
"40","EB","10",2013,6,6,"CO2","P2-B-04",1,45,45,45,130.072677612305,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_10",2013-06-06,1899-12-31 10:40:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_10_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_10_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_10_45",2580
"40","EB","10",2013,6,6,"CH4","P2-B-04",1,45,45,45,4.20842790603638,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_10",2013-06-06,1899-12-31 10:40:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_10_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_10_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_10_45",2580
"41","EB","11",2013,6,6,"N2O","P2-B-05",1,46,46,0,123.979309082031,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_11",2013-06-06,1899-12-31 10:42:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_11_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_11_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_11_00",0
"41","EB","11",2013,6,6,"CH4","P2-B-05",1,46,46,0,4.11328554153442,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_11",2013-06-06,1899-12-31 10:42:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_11_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_11_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_11_00",0
"41","EB","11",2013,6,6,"CO2","P2-B-05",1,46,46,0,129.82568359375,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_11",2013-06-06,1899-12-31 10:42:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_11_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_11_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_11_00",0
"42","EB","11",2013,6,6,"CO2","P2-B-06",1,47,47,15,132.067657470703,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_11",2013-06-06,1899-12-31 10:42:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_11_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_11_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_11_15",840
"42","EB","11",2013,6,6,"CH4","P2-B-06",1,47,47,15,4.66334629058838,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_11",2013-06-06,1899-12-31 10:42:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_11_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_11_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_11_15",840
"42","EB","11",2013,6,6,"N2O","P2-B-06",1,47,47,15,138.352798461914,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_11",2013-06-06,1899-12-31 10:42:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_11_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_11_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_11_15",840
"43","EB","11",2013,6,6,"CO2","P2-B-07",1,48,48,30,131.547866821289,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_11",2013-06-06,1899-12-31 10:42:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_11_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_11_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_11_30",1920
"43","EB","11",2013,6,6,"CH4","P2-B-07",1,48,48,30,4.57477235794067,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_11",2013-06-06,1899-12-31 10:42:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_11_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_11_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_11_30",1920
"43","EB","11",2013,6,6,"N2O","P2-B-07",1,48,48,30,96.0847244262695,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_11",2013-06-06,1899-12-31 10:42:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_11_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_11_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_11_30",1920
"44","EB","11",2013,6,6,"CO2","P2-B-08",1,49,49,45,130.984237670898,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_11",2013-06-06,1899-12-31 10:42:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_11_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_11_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_11_45",2580
"44","EB","11",2013,6,6,"N2O","P2-B-08",1,49,49,45,89.5328521728516,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_11",2013-06-06,1899-12-31 10:42:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_11_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_11_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_11_45",2580
"44","EB","11",2013,6,6,"CH4","P2-B-08",1,49,49,45,4.34588193893433,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_11",2013-06-06,1899-12-31 10:42:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_11_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_11_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_11_45",2580
"45","EB","12",2013,6,6,"CO2","P2-C-01",1,50,50,0,119.90983581543,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_12",2013-06-06,1899-12-31 10:44:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_12_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_12_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_12_00",0
"45","EB","12",2013,6,6,"CH4","P2-C-01",1,50,50,0,4.60330390930176,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_12",2013-06-06,1899-12-31 10:44:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_12_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_12_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_12_00",0
"45","EB","12",2013,6,6,"N2O","P2-C-01",1,50,50,0,80.4873657226562,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_12",2013-06-06,1899-12-31 10:44:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_12_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_12_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_12_00",0
"46","EB","12",2013,6,6,"CO2","P2-C-02",1,51,51,15,123.843597412109,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_12",2013-06-06,1899-12-31 10:44:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_12_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_12_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_12_15",840
"46","EB","12",2013,6,6,"N2O","P2-C-02",1,51,51,15,172.844696044922,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_12",2013-06-06,1899-12-31 10:44:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_12_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_12_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_12_15",840
"46","EB","12",2013,6,6,"CH4","P2-C-02",1,51,51,15,4.37591123580933,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_12",2013-06-06,1899-12-31 10:44:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_12_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_12_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_12_15",840
"47","EB","12",2013,6,6,"CO2","P2-C-03",1,52,52,30,128.632888793945,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_12",2013-06-06,1899-12-31 10:44:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_12_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_12_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_12_30",1920
"47","EB","12",2013,6,6,"CH4","P2-C-03",1,52,52,30,4.39660024642944,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_12",2013-06-06,1899-12-31 10:44:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_12_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_12_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_12_30",1920
"47","EB","12",2013,6,6,"N2O","P2-C-03",1,52,52,30,175.383819580078,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_12",2013-06-06,1899-12-31 10:44:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_12_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_12_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_12_30",1920
"48","EB","12",2013,6,6,"N2O","P2-C-04",1,53,53,45,93.0818557739258,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_12",2013-06-06,1899-12-31 10:44:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_12_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_12_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_12_45",2580
"48","EB","12",2013,6,6,"CH4","P2-C-04",1,53,53,45,4.792076587677,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_12",2013-06-06,1899-12-31 10:44:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_12_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_12_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_12_45",2580
"48","EB","12",2013,6,6,"CO2","P2-C-04",1,53,53,45,123.218597412109,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_12",2013-06-06,1899-12-31 10:44:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_12_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_12_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_12_45",2580
"49","EB","13",2013,6,6,"CH4","P2-C-05",1,54,54,0,4.33906269073486,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_13",2013-06-06,1899-12-31 10:46:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_13_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_13_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_13_00",0
"49","EB","13",2013,6,6,"CO2","P2-C-05",1,54,54,0,119.229507446289,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_13",2013-06-06,1899-12-31 10:46:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_13_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_13_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_13_00",0
"49","EB","13",2013,6,6,"N2O","P2-C-05",1,54,54,0,75.4430618286133,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_13",2013-06-06,1899-12-31 10:46:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_13_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_13_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_13_00",0
"5","EB","02",2013,6,6,"CO2","P1-B-01",1,10,10,0,90.4159240722656,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,23.42,0.125036173011037,0.0292834717191849,-3,56,5e+05,6e+05,"EB_2013_06_06_02",2013-06-06,1899-12-31 10:26:00,33.5,1,1000,17,"S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_02_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_02_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_02_00",0
"5","EB","02",2013,6,6,"CH4","P1-B-01",1,10,10,0,4.44910144805908,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,23.42,0.125036173011037,0.0292834717191849,-3,56,5e+05,6e+05,"EB_2013_06_06_02",2013-06-06,1899-12-31 10:26:00,33.5,1,1000,17,"S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_02_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_02_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_02_00",0
"5","EB","02",2013,6,6,"N2O","P1-B-01",1,10,10,0,93.8168792724609,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,23.42,0.125036173011037,0.0292834717191849,-3,56,5e+05,6e+05,"EB_2013_06_06_02",2013-06-06,1899-12-31 10:26:00,33.5,1,1000,17,"S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_02_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_02_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_02_00",0
"50","EB","13",2013,6,6,"N2O","P2-C-06",1,55,55,15,196.161331176758,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_13",2013-06-06,1899-12-31 10:46:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_13_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_13_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_13_15",840
"50","EB","13",2013,6,6,"CH4","P2-C-06",1,55,55,15,4.45190286636353,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_13",2013-06-06,1899-12-31 10:46:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_13_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_13_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_13_15",840
"50","EB","13",2013,6,6,"CO2","P2-C-06",1,55,55,15,129.170822143555,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_13",2013-06-06,1899-12-31 10:46:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_13_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_13_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_13_15",840
"51","EB","13",2013,6,6,"CH4","P2-C-07",1,56,56,30,4.31206703186035,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_13",2013-06-06,1899-12-31 10:46:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_13_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_13_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_13_30",1920
"51","EB","13",2013,6,6,"N2O","P2-C-07",1,56,56,30,240.771621704102,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_13",2013-06-06,1899-12-31 10:46:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_13_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_13_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_13_30",1920
"51","EB","13",2013,6,6,"CO2","P2-C-07",1,56,56,30,130.70915222168,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_13",2013-06-06,1899-12-31 10:46:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_13_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_13_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_13_30",1920
"52","EB","13",2013,6,6,"CO2","P2-C-08",1,57,57,45,133.683029174805,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_13",2013-06-06,1899-12-31 10:46:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_13_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_13_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_13_45",2580
"52","EB","13",2013,6,6,"CH4","P2-C-08",1,57,57,45,4.54099750518799,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_13",2013-06-06,1899-12-31 10:46:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_13_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_13_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_13_45",2580
"52","EB","13",2013,6,6,"N2O","P2-C-08",1,57,57,45,217.788208007812,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_13",2013-06-06,1899-12-31 10:46:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_13_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_13_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_13_45",2580
